employee_id,employee_number,country,state,city,office_site,office_type,age,age_band,gender,atsi_identification,department,job_role,job_level,highest_education,years_at_company,hire_year,years_in_current_role,years_since_last_promotion,years_with_current_manager,training_sessions_last_year,flexible_work,absence_days,inclusion_index,wellbeing_index,development_index,work_life_balance,job_satisfaction,performance_rating,sdg_score,base_salary_aud,oncosts_aud,super_aud,hired_flag,terminated_flag,active_employee,attrition,employee_status,termination_reason,total_employment_cost_aud,is_terminated,is_active,sdg_band,performance_band,satisfaction_band,wellbeing_band,promotion_delay_band,tenure_band,comparable_role_group,retention_risk_segment,high_value_at_risk,hq_branch_group,sdg_score_recalculated,sdg_score_match
E100081,244006,Australia,South Australia,Adelaide,Adelaide Branch,Branch,51,45-54,Male,No,Corporate Services,Payroll Officer,1,Associate Degree,4,2022,0,1,1,3,Yes,6,4,2,4,3,2,1,3,107500,19350,12900,1,0,1,No,Active,,139750,0,1,Moderate SDG,Low Performer,Low Satisfaction,Low Wellbeing,Recently Promoted,4-5 Years,Corporate Services | Payroll Officer | Level 1,Lower Observable Risk,Other,Branch,3,Match
E102985,722748,Australia,Queensland,Brisbane,Brisbane Branch,Branch,53,45-54,Female,No,Operations,Site Supervisor,3,Doctorate,0,2026,0,0,0,4,Yes,3,5,4,3,3,4,4,5,162600,29268,19512,1,0,1,No,Active,,211380,0,1,High SDG,High Performer,High Satisfaction,High Wellbeing,Recently Promoted,0-1 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E103013,416722,Australia,Queensland,Brisbane,Brisbane Branch,Branch,37,35-44,Female,Yes,Operations,Site Supervisor,3,Masters,5,2021,2,1,2,4,Yes,7,4,3,2,4,5,3,5,134900,24282,16188,1,1,0,Yes,Terminated,Family/Carer Responsibilities,175370,1,0,High SDG,Moderate Performer,High Satisfaction,Moderate Wellbeing,Recently Promoted,4-5 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E103157,301637,Australia,Queensland,Brisbane,Brisbane Branch,Branch,37,35-44,Female,Yes,Operations,Site Supervisor,3,Masters,1,2025,1,0,1,5,Yes,6,5,5,3,4,5,5,5,99300,17874,11916,1,0,1,No,Active,,129090,0,1,High SDG,High Performer,High Satisfaction,High Wellbeing,Recently Promoted,0-1 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,5,Match
E103205,887752,Australia,Queensland,Brisbane,Brisbane Branch,Branch,45,45-54,Female,Yes,Operations,Site Supervisor,3,Masters,16,2010,15,1,10,4,Yes,9,4,2,3,5,5,5,5,172000,30960,20640,1,1,0,Yes,Terminated,Restructure/Redundancy,223600,1,0,High SDG,High Performer,High Satisfaction,Low Wellbeing,Recently Promoted,10+ Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E103216,213209,Australia,Queensland,Brisbane,Brisbane Branch,Branch,39,35-44,Male,No,Operations,Site Supervisor,3,Masters,2,2024,2,0,1,4,Yes,5,4,1,3,5,3,3,3,131300,23634,15756,1,0,1,No,Active,,170690,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,Low Wellbeing,Recently Promoted,2-3 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,3,Match
E103229,360055,Australia,Queensland,Brisbane,Brisbane Branch,Branch,50,45-54,Female,No,Operations,Site Supervisor,3,Masters,3,2023,3,0,3,4,Yes,8,4,4,4,3,3,5,4,147100,26478,17652,1,0,1,No,Active,,191230,0,1,High SDG,High Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Match
E103245,871195,Australia,Queensland,Brisbane,Brisbane Branch,Branch,40,35-44,Male,No,Operations,Site Supervisor,3,Masters,2,2024,2,0,2,3,Yes,3,4,4,3,5,3,2,3,147100,26478,17652,1,0,1,No,Active,,191230,0,1,Moderate SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E103323,786655,Australia,Queensland,Brisbane,Brisbane Branch,Branch,39,35-44,Male,No,Operations,Site Supervisor,3,Doctorate,7,2019,1,1,3,2,No,9,3,3,5,2,2,2,3,186700,33606,22404,1,0,1,No,Active,,242710,0,1,Moderate SDG,Low Performer,Low Satisfaction,Moderate Wellbeing,Recently Promoted,6-10 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,3,Match
E103442,953263,Australia,Queensland,Brisbane,Brisbane Branch,Branch,41,35-44,Female,No,Operations,Site Supervisor,3,Masters,15,2011,10,1,3,5,No,9,2,3,5,2,2,5,3,162300,29214,19476,1,1,0,Yes,Terminated,Family/Carer Responsibilities,210990,1,0,Moderate SDG,High Performer,Low Satisfaction,Moderate Wellbeing,Recently Promoted,10+ Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,High Performer with Low Satisfaction,Branch,3,Match
E103447,669521,Australia,Queensland,Brisbane,Brisbane Branch,Branch,51,45-54,Male,No,Operations,Site Supervisor,3,Masters,9,2017,4,2,0,1,No,6,3,5,3,3,3,2,3,184800,33264,22176,1,1,0,Yes,Terminated,Poor Performance,240240,1,0,Moderate SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,6-10 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E103472,879656,Australia,Queensland,Brisbane,Brisbane Branch,Branch,49,45-54,Female,Yes,Operations,Site Supervisor,3,Masters,6,2020,5,0,1,4,Yes,7,5,3,3,5,5,3,5,156200,28116,18744,1,0,1,No,Active,,203060,0,1,High SDG,Moderate Performer,High Satisfaction,Moderate Wellbeing,Recently Promoted,6-10 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E103474,449077,Australia,Queensland,Brisbane,Brisbane Branch,Branch,26,25-34,Male,No,Operations,Site Supervisor,3,Masters,5,2021,0,2,1,3,Yes,6,1,5,4,1,2,3,3,129800,23364,15576,1,0,1,No,Active,,168740,0,1,Moderate SDG,Moderate Performer,Low Satisfaction,High Wellbeing,Moderate Promotion Delay,4-5 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,3,Match
E103785,344562,Australia,Queensland,Brisbane,Brisbane Branch,Branch,23,22-24,Female,No,Operations,Site Supervisor,3,Doctorate,2,2024,1,1,1,2,Yes,11,4,3,4,5,3,5,4,135600,24408,16272,1,1,0,Yes,Terminated,Career Change,176280,1,0,High SDG,High Performer,Moderate Satisfaction,Moderate Wellbeing,Recently Promoted,2-3 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Match
E103845,336128,Australia,Queensland,Brisbane,Brisbane Branch,Branch,34,25-34,Male,Yes,Operations,Site Supervisor,3,Masters,7,2019,4,2,2,2,Yes,6,4,5,2,5,3,3,3,152900,27522,18348,1,0,1,No,Active,,198770,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,6-10 Years,Operations | Site Supervisor | Level 3,Lower Observable Risk,Other,Branch,4,Mismatch
E100035,403929,Australia,Queensland,Brisbane,Brisbane Branch,Branch,31,25-34,Male,No,Operations,Operations Manager,4,Associate Degree,6,2020,6,0,4,0,Yes,9,1,3,5,5,2,3,3,176000,31680,21120,1,0,1,No,Active,,228800,0,1,Moderate SDG,Moderate Performer,Low Satisfaction,Moderate Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,2,Mismatch
E100039,463219,Australia,Queensland,Brisbane,Brisbane Branch,Branch,27,25-34,Male,No,Operations,Operations Manager,4,Masters,6,2020,6,0,0,1,Yes,6,5,5,4,1,3,2,4,211200,38016,25344,1,1,0,Yes,Terminated,Poor Performance,274560,1,0,High SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E100082,856028,Australia,Queensland,Brisbane,Brisbane Branch,Branch,33,25-34,Male,No,Operations,Operations Manager,4,Doctorate,12,2014,3,2,9,1,Yes,7,3,4,5,2,3,3,4,242800,43704,29136,1,0,1,No,Active,,315640,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,10+ Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E100293,811934,Australia,Queensland,Brisbane,Brisbane Branch,Branch,42,35-44,Female,No,Operations,Operations Manager,4,Doctorate,13,2013,3,4,11,4,Yes,8,4,1,5,1,2,4,3,218000,39240,26160,1,1,0,Yes,Terminated,Career Change,283400,1,0,Moderate SDG,High Performer,Low Satisfaction,Low Wellbeing,Long Promotion Delay,10+ Years,Operations | Operations Manager | Level 4,Potential Retention Risk,High Performer with Low Satisfaction,Branch,3,Match
E100428,785334,Australia,Queensland,Brisbane,Brisbane Branch,Branch,60,55-65,Female,No,Operations,Operations Manager,4,Masters,15,2011,1,12,2,3,Yes,6,4,3,4,3,3,4,3,219700,39546,26364,1,1,0,Yes,Terminated,Restructure/Redundancy,285610,1,0,Moderate SDG,High Performer,Moderate Satisfaction,Moderate Wellbeing,Long Promotion Delay,10+ Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E100436,596443,Australia,Queensland,Brisbane,Brisbane Branch,Branch,35,35-44,Male,No,Operations,Operations Manager,4,Masters,9,2017,1,1,2,5,No,12,4,3,5,5,3,3,4,206600,37188,24792,1,1,0,Yes,Terminated,Family/Carer Responsibilities,268580,1,0,High SDG,Moderate Performer,Moderate Satisfaction,Moderate Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E100614,907498,Australia,Queensland,Brisbane,Brisbane Branch,Branch,43,35-44,Male,No,Operations,Operations Manager,4,Associate Degree,13,2013,6,2,11,3,No,7,3,3,4,3,3,3,3,221500,39870,26580,1,0,1,No,Active,,287950,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,Moderate Wellbeing,Moderate Promotion Delay,10+ Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E100775,451639,Australia,Queensland,Brisbane,Brisbane Branch,Branch,44,35-44,Male,No,Operations,Operations Manager,4,Masters,15,2011,11,2,8,4,Yes,8,2,4,4,4,3,2,3,213600,38448,25632,1,1,0,Yes,Terminated,Poor Performance,277680,1,0,Moderate SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,10+ Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E100917,400631,Australia,Queensland,Brisbane,Brisbane Branch,Branch,42,35-44,Female,No,Operations,Operations Manager,4,Doctorate,10,2016,0,6,4,3,Yes,4,4,5,3,2,3,3,4,230000,41400,27600,1,0,1,No,Active,,299000,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Long Promotion Delay,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E101039,324541,Australia,Queensland,Brisbane,Brisbane Branch,Branch,65,55-65,Male,No,Operations,Operations Manager,4,Bachelors,0,2026,0,0,0,3,No,4,1,4,3,3,2,3,2,206400,37152,24768,1,1,0,Yes,Terminated,Poor Performance,268320,1,0,Low SDG,Moderate Performer,Low Satisfaction,High Wellbeing,Recently Promoted,0-1 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,2,Match
E101056,679655,Australia,Queensland,Brisbane,Brisbane Branch,Branch,27,25-34,Female,Yes,Operations,Operations Manager,4,Masters,2,2024,0,1,2,1,Yes,5,5,5,5,3,5,4,5,189100,34038,22692,1,1,0,Yes,Terminated,Career Change,245830,1,0,High SDG,High Performer,High Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,5,Match
E101267,738815,Australia,Queensland,Brisbane,Brisbane Branch,Branch,39,35-44,Male,No,Operations,Operations Manager,4,Masters,9,2017,1,7,4,2,Yes,11,4,5,5,3,3,3,5,191100,34398,22932,1,0,1,No,Active,,248430,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Long Promotion Delay,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E101270,225047,Australia,Queensland,Brisbane,Brisbane Branch,Branch,47,45-54,Female,Yes,Operations,Operations Manager,4,Masters,12,2014,2,9,8,5,Yes,7,5,5,5,3,4,5,5,226100,40698,27132,1,0,1,No,Active,,293930,0,1,High SDG,High Performer,High Satisfaction,High Wellbeing,Long Promotion Delay,10+ Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,5,Match
E101458,414122,Australia,Queensland,Brisbane,Brisbane Branch,Branch,46,45-54,Male,No,Operations,Operations Manager,4,Bachelors,6,2020,3,0,6,4,Yes,10,2,4,5,1,3,2,3,198900,35802,23868,1,1,0,Yes,Terminated,Retirement,258570,1,0,Moderate SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E101600,763608,Australia,Queensland,Brisbane,Brisbane Branch,Branch,41,35-44,Female,Yes,Operations,Operations Manager,4,Masters,7,2019,2,0,3,4,Yes,12,3,4,5,5,4,5,5,198000,35640,23760,1,0,1,No,Active,,257400,0,1,High SDG,High Performer,High Satisfaction,High Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E101667,997028,Australia,Queensland,Brisbane,Brisbane Branch,Branch,40,35-44,Female,Yes,Operations,Operations Manager,4,Masters,10,2016,6,4,2,4,No,3,5,3,4,2,5,4,5,190800,34344,22896,1,0,1,No,Active,,248040,0,1,High SDG,High Performer,High Satisfaction,Moderate Wellbeing,Long Promotion Delay,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E101709,567955,Australia,Queensland,Brisbane,Brisbane Branch,Branch,23,22-24,Male,No,Operations,Operations Manager,4,Bachelors,2,2024,0,2,1,5,No,5,3,2,5,3,3,4,3,176600,31788,21192,1,1,0,Yes,Terminated,Career Change,229580,1,0,Moderate SDG,High Performer,Moderate Satisfaction,Low Wellbeing,Moderate Promotion Delay,2-3 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E101820,544803,Australia,Queensland,Brisbane,Brisbane Branch,Branch,49,45-54,Male,No,Operations,Operations Manager,4,Masters,8,2018,0,0,5,3,Yes,7,1,1,4,4,1,3,2,188300,33894,22596,1,0,1,No,Active,,244790,0,1,Low SDG,Moderate Performer,Low Satisfaction,Low Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,2,Match
E101918,898426,Australia,Queensland,Brisbane,Brisbane Branch,Branch,48,45-54,Male,No,Operations,Operations Manager,4,Masters,2,2024,0,1,1,3,Yes,4,2,3,5,4,3,3,3,199800,35964,23976,1,0,1,No,Active,,259740,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,Moderate Wellbeing,Recently Promoted,2-3 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E101998,364983,Australia,Queensland,Brisbane,Brisbane Branch,Branch,49,45-54,Female,No,Operations,Operations Manager,4,Doctorate,4,2022,1,0,4,1,No,2,4,5,2,5,4,5,4,197500,35550,23700,1,0,1,No,Active,,256750,0,1,High SDG,High Performer,High Satisfaction,High Wellbeing,Recently Promoted,4-5 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E102132,307048,Australia,Queensland,Brisbane,Brisbane Branch,Branch,51,45-54,Male,No,Operations,Operations Manager,4,Masters,8,2018,2,1,6,4,No,4,4,4,5,2,3,4,4,232100,41778,27852,1,0,1,No,Active,,301730,0,1,High SDG,High Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E102202,433699,Australia,Queensland,Brisbane,Brisbane Branch,Branch,23,22-24,Male,No,Operations,Operations Manager,4,Associate Degree,2,2024,1,0,0,2,Yes,7,2,5,5,4,3,2,4,169000,30420,20280,1,0,1,No,Active,,219700,0,1,High SDG,Low Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E102331,732520,Australia,Queensland,Brisbane,Brisbane Branch,Branch,51,45-54,Male,No,Operations,Operations Manager,4,Masters,0,2026,0,0,0,3,Yes,10,3,3,5,3,3,3,3,210100,37818,25212,1,1,0,Yes,Terminated,Career Change,273130,1,0,Moderate SDG,Moderate Performer,Moderate Satisfaction,Moderate Wellbeing,Recently Promoted,0-1 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E102803,259205,Australia,Queensland,Brisbane,Brisbane Branch,Branch,28,25-34,Female,No,Operations,Operations Manager,4,Doctorate,3,2023,0,1,3,4,Yes,5,4,4,1,4,3,3,3,192400,34632,23088,1,0,1,No,Active,,250120,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E102930,786942,Australia,Queensland,Brisbane,Brisbane Branch,Branch,43,35-44,Male,No,Operations,Operations Manager,4,Masters,7,2019,4,1,7,1,Yes,2,4,4,5,4,4,3,5,204700,36846,24564,1,0,1,No,Active,,266110,0,1,High SDG,Moderate Performer,High Satisfaction,High Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E102975,848422,Australia,Queensland,Brisbane,Brisbane Branch,Branch,52,45-54,Female,Yes,Operations,Operations Manager,4,Doctorate,15,2011,14,0,15,2,Yes,12,4,5,5,5,4,5,5,208100,37458,24972,1,1,0,Yes,Terminated,Family/Carer Responsibilities,270530,1,0,High SDG,High Performer,High Satisfaction,High Wellbeing,Recently Promoted,10+ Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E103113,744759,Australia,Queensland,Brisbane,Brisbane Branch,Branch,42,35-44,Male,No,Operations,Operations Manager,4,Masters,8,2018,3,1,3,3,Yes,1,3,3,4,4,3,3,3,207200,37296,24864,1,0,1,No,Active,,269360,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,Moderate Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E103351,562334,Australia,Queensland,Brisbane,Brisbane Branch,Branch,46,45-54,Male,No,Operations,Operations Manager,4,Doctorate,4,2022,3,0,2,3,Yes,9,5,1,4,5,4,2,4,254400,45792,30528,1,0,1,No,Active,,330720,0,1,High SDG,Low Performer,High Satisfaction,Low Wellbeing,Recently Promoted,4-5 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Match
E103504,546991,Australia,Queensland,Brisbane,Brisbane Branch,Branch,36,35-44,Female,No,Operations,Operations Manager,4,Doctorate,4,2022,0,4,3,3,Yes,11,2,4,4,3,2,3,3,209000,37620,25080,1,0,1,No,Active,,271700,0,1,Moderate SDG,Moderate Performer,Low Satisfaction,High Wellbeing,Long Promotion Delay,4-5 Years,Operations | Operations Manager | Level 4,Potential Retention Risk,Other,Branch,3,Match
E103559,525395,Australia,Queensland,Brisbane,Brisbane Branch,Branch,33,25-34,Male,Yes,Operations,Operations Manager,4,Masters,2,2024,2,0,2,3,No,0,3,4,4,4,3,3,4,201200,36216,24144,1,0,1,No,Active,,261560,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Mismatch
E103565,849813,Australia,Queensland,Brisbane,Brisbane Branch,Branch,32,25-34,Female,No,Operations,Operations Manager,4,Doctorate,7,2019,7,0,3,3,Yes,9,4,1,4,3,3,4,3,251000,45180,30120,1,1,0,Yes,Terminated,Restructure/Redundancy,326300,1,0,Moderate SDG,High Performer,Moderate Satisfaction,Low Wellbeing,Recently Promoted,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,3,Match
E103601,658913,Australia,Queensland,Brisbane,Brisbane Branch,Branch,42,35-44,Male,No,Operations,Operations Manager,4,Masters,12,2014,3,2,12,4,Yes,1,3,4,5,4,3,4,3,207200,37296,24864,1,0,1,No,Active,,269360,0,1,Moderate SDG,High Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,10+ Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E103723,851463,Australia,Queensland,Brisbane,Brisbane Branch,Branch,39,35-44,Female,Yes,Operations,Operations Manager,4,Masters,2,2024,2,0,0,3,No,10,4,4,4,2,5,5,5,174200,31356,20904,1,0,1,No,Active,,226460,0,1,High SDG,High Performer,High Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E103773,876836,Australia,Queensland,Brisbane,Brisbane Branch,Branch,30,25-34,Male,No,Operations,Operations Manager,4,Masters,6,2020,4,2,4,3,No,4,5,4,2,5,3,3,3,199700,35946,23964,1,0,1,No,Active,,259610,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,6-10 Years,Operations | Operations Manager | Level 4,Lower Observable Risk,Other,Branch,4,Mismatch
E100200,703525,Australia,Queensland,Brisbane,Brisbane Branch,Branch,38,35-44,Female,No,Sales,Sales Representative,2,Doctorate,1,2025,1,0,0,3,Yes,9,3,5,3,3,3,5,4,108900,19602,13068,1,1,0,Yes,Terminated,Poor Performance,141570,1,0,High SDG,High Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,0-1 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,4,Match
E100204,826063,Australia,Queensland,Brisbane,Brisbane Branch,Branch,30,25-34,Male,No,Sales,Sales Representative,2,Bachelors,3,2023,3,0,1,3,No,4,5,4,5,4,4,3,5,120300,21654,14436,1,0,1,No,Active,,156390,0,1,High SDG,Moderate Performer,High Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,5,Match
E100230,517621,Australia,Queensland,Brisbane,Brisbane Branch,Branch,42,35-44,Male,No,Sales,Sales Representative,2,Masters,5,2021,0,5,4,3,No,11,5,4,2,3,3,3,4,118200,21276,14184,1,0,1,No,Active,,153660,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Long Promotion Delay,4-5 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,4,Match
E100310,831538,Australia,Queensland,Brisbane,Brisbane Branch,Branch,57,55-65,Male,No,Sales,Sales Representative,2,Masters,14,2012,7,4,5,2,No,6,5,3,4,4,4,3,4,191700,34506,23004,1,0,1,No,Active,,249210,0,1,High SDG,Moderate Performer,High Satisfaction,Moderate Wellbeing,Long Promotion Delay,10+ Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,4,Match
E100377,991143,Australia,Queensland,Brisbane,Brisbane Branch,Branch,37,35-44,Male,No,Sales,Sales Representative,2,Masters,5,2021,5,0,2,3,Yes,7,3,5,4,3,3,3,4,101900,18342,12228,1,0,1,No,Active,,132470,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,4-5 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,4,Match
E100527,729934,Australia,Queensland,Brisbane,Brisbane Branch,Branch,64,55-65,Female,Yes,Sales,Sales Representative,2,Masters,5,2021,3,2,0,2,Yes,3,5,4,4,5,5,5,5,119700,21546,14364,1,0,1,No,Active,,155610,0,1,High SDG,High Performer,High Satisfaction,High Wellbeing,Moderate Promotion Delay,4-5 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,5,Match
E100565,768871,Australia,Queensland,Brisbane,Brisbane Branch,Branch,38,35-44,Male,No,Sales,Sales Representative,2,Masters,9,2017,3,5,8,4,No,5,1,3,5,4,3,4,3,144200,25956,17304,1,0,1,No,Active,,187460,0,1,Moderate SDG,High Performer,Moderate Satisfaction,Moderate Wellbeing,Long Promotion Delay,6-10 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,3,Match
E100600,897821,Australia,Queensland,Brisbane,Brisbane Branch,Branch,40,35-44,Female,Yes,Sales,Sales Representative,2,Masters,14,2012,11,2,11,4,Yes,4,5,5,5,3,5,5,5,134100,24138,16092,1,1,0,Yes,Terminated,Family/Carer Responsibilities,174330,1,0,High SDG,High Performer,High Satisfaction,High Wellbeing,Moderate Promotion Delay,10+ Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,5,Match
E100636,512346,Australia,Queensland,Brisbane,Brisbane Branch,Branch,35,35-44,Male,No,Sales,Sales Representative,2,Bachelors,2,2024,0,2,1,3,No,4,5,5,3,2,3,3,4,94800,17064,11376,1,0,1,No,Active,,123240,0,1,High SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Moderate Promotion Delay,2-3 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,4,Match
E100673,315340,Australia,Queensland,Brisbane,Brisbane Branch,Branch,50,45-54,Male,No,Sales,Sales Representative,2,Doctorate,12,2014,9,3,10,4,Yes,6,2,3,4,4,3,2,3,172500,31050,20700,1,0,1,No,Active,,224250,0,1,Moderate SDG,Low Performer,Moderate Satisfaction,Moderate Wellbeing,Moderate Promotion Delay,10+ Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,3,Match
E100784,497633,Australia,Queensland,Brisbane,Brisbane Branch,Branch,35,35-44,Male,No,Sales,Sales Representative,2,Masters,11,2015,5,0,8,2,Yes,6,1,3,4,1,2,1,3,103700,18666,12444,1,0,1,No,Active,,134810,0,1,Moderate SDG,Low Performer,Low Satisfaction,Moderate Wellbeing,Recently Promoted,10+ Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,2,Mismatch
E101024,589940,Australia,Queensland,Brisbane,Brisbane Branch,Branch,61,55-65,Female,Yes,Sales,Sales Representative,2,Doctorate,18,2008,5,10,16,2,No,7,4,5,3,4,4,5,5,165300,29754,19836,1,1,0,Yes,Terminated,Restructure/Redundancy,214890,1,0,High SDG,High Performer,High Satisfaction,High Wellbeing,Long Promotion Delay,10+ Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,4,Mismatch
E101086,211096,Australia,Queensland,Brisbane,Brisbane Branch,Branch,40,35-44,Male,No,Sales,Sales Representative,2,Masters,10,2016,9,0,10,4,No,12,4,2,3,2,2,1,3,130900,23562,15708,1,1,0,Yes,Terminated,Poor Performance,170170,1,0,Moderate SDG,Low Performer,Low Satisfaction,Low Wellbeing,Recently Promoted,6-10 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,3,Match
E101124,585911,Australia,Queensland,Brisbane,Brisbane Branch,Branch,56,55-65,Male,No,Sales,Sales Representative,2,Bachelors,2,2024,0,0,1,4,Yes,6,1,5,3,5,3,3,3,94700,17046,11364,1,0,1,No,Active,,123110,0,1,Moderate SDG,Moderate Performer,Moderate Satisfaction,High Wellbeing,Recently Promoted,2-3 Years,Sales | Sales Representative | Level 2,Lower Observable Risk,Other,Branch,3,Match
