employee_id,active_employee,department,job_role,gender,office_site,age_band,atsi_identification,employee_status,career_metric,career_years,career_year_band
E103093,0,Technology,Solutions Architect,Male,Sydney Branch,22-24,No,Terminated,Years at Company,1,0-1
E103141,1,Technology,Solutions Architect,Male,Sydney Branch,25-34,No,Active,Years at Company,7,6-10
E103192,0,Technology,Solutions Architect,Male,Sydney Branch,55-65,No,Terminated,Years at Company,7,6-10
E103382,1,Technology,Solutions Architect,Male,Sydney Branch,45-54,No,Active,Years at Company,13,10+
E103384,1,Technology,Solutions Architect,Female,Sydney Branch,25-34,No,Active,Years at Company,11,10+
E103402,0,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Terminated,Years at Company,1,0-1
E103506,1,Technology,Solutions Architect,Male,Sydney Branch,25-34,No,Active,Years at Company,1,0-1
E103582,1,Technology,Solutions Architect,Male,Sydney Branch,45-54,No,Active,Years at Company,16,10+
E103813,1,Technology,Solutions Architect,Male,Sydney Branch,35-44,No,Active,Years at Company,7,6-10
E100081,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E100424,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E100891,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E101466,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,10,6-10
E101665,1,Corporate Services,Payroll Officer,Female,Adelaide Branch,25-34,Yes,Active,Years in Current Role,0,0-1
E101684,0,Corporate Services,Payroll Officer,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,6,6-10
E101860,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E101945,1,Corporate Services,Payroll Officer,Female,Adelaide Branch,55-65,No,Active,Years in Current Role,0,0-1
E102206,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,2,2-3
E102253,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,2,2-3
E102784,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,10,6-10
E102933,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,4,4-5
E103065,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,9,6-10
E103128,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,1,0-1
E103618,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,11,10+
E103718,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E103770,1,Corporate Services,Payroll Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,3,2-3
E100060,1,Corporate Services,HR Analyst,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,2,2-3
E100543,1,Corporate Services,HR Analyst,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,6,6-10
E100659,1,Corporate Services,HR Analyst,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,6,6-10
E101107,1,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,2,2-3
E101195,0,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,5,4-5
E101695,0,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,Yes,Terminated,Years in Current Role,1,0-1
E101823,1,Corporate Services,HR Analyst,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,1,0-1
E101924,1,Corporate Services,HR Analyst,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,1,0-1
E102158,1,Corporate Services,HR Analyst,Female,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E102400,0,Corporate Services,HR Analyst,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,12,10+
E102830,1,Corporate Services,HR Analyst,Female,Adelaide Branch,25-34,No,Active,Years in Current Role,0,0-1
E103074,1,Corporate Services,HR Analyst,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,4,4-5
E103313,0,Corporate Services,HR Analyst,Male,Adelaide Branch,25-34,No,Terminated,Years in Current Role,7,6-10
E103633,1,Corporate Services,HR Analyst,Female,Adelaide Branch,35-44,Yes,Active,Years in Current Role,0,0-1
E100036,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E100048,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,12,10+
E100194,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,55-65,No,Terminated,Years in Current Role,4,4-5
E100299,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,6,6-10
E100412,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E100604,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,17,10+
E101511,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,7,6-10
E101563,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,45-54,No,Terminated,Years in Current Role,1,0-1
E101725,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,2,2-3
E101804,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E101870,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,4,4-5
E102322,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E102489,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,45-54,Yes,Active,Years in Current Role,2,2-3
E102566,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,1,0-1
E103817,0,Corporate Services,Finance Business Partner,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,0,0-1
E103864,1,Corporate Services,Finance Business Partner,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,2,2-3
E100241,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,0,0-1
E100365,0,Corporate Services,HR Manager,Female,Adelaide Branch,25-34,No,Terminated,Years in Current Role,2,2-3
E100605,1,Corporate Services,HR Manager,Female,Adelaide Branch,55-65,No,Active,Years in Current Role,2,2-3
E100631,1,Corporate Services,HR Manager,Female,Adelaide Branch,25-34,No,Active,Years in Current Role,5,4-5
E100679,0,Corporate Services,HR Manager,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,2,2-3
E100717,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,1,0-1
E100721,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,Yes,Active,Years in Current Role,6,6-10
E100743,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,0,0-1
E100829,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,8,6-10
E101498,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,5,4-5
E101510,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,15,10+
E101626,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E101896,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E102015,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,12,10+
E102025,1,Corporate Services,HR Manager,Male,Adelaide Branch,45-54,Yes,Active,Years in Current Role,1,0-1
E102137,1,Corporate Services,HR Manager,Female,Adelaide Branch,22-24,No,Active,Years in Current Role,1,0-1
E102231,1,Corporate Services,HR Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,12,10+
E102434,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E102914,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E102938,1,Corporate Services,HR Manager,Female,Adelaide Branch,22-24,Yes,Active,Years in Current Role,0,0-1
E103148,1,Corporate Services,HR Manager,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E103149,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,Yes,Active,Years in Current Role,1,0-1
E103403,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E103685,1,Corporate Services,HR Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E103739,1,Corporate Services,HR Manager,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,1,0-1
E100052,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E100422,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,0,0-1
E100620,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,1,0-1
E100749,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,3,2-3
E100819,1,Customer Services,Customer Service Officer,Female,Adelaide Branch,55-65,No,Active,Years in Current Role,6,6-10
E100880,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E100935,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,10,6-10
E100977,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,1,0-1
E101416,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,6,6-10
E101455,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,1,0-1
E101615,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E101727,0,Customer Services,Customer Service Officer,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,2,2-3
E101898,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,1,0-1
E101982,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E101987,1,Customer Services,Customer Service Officer,Female,Adelaide Branch,45-54,No,Active,Years in Current Role,1,0-1
E102003,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,3,2-3
E102022,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E102168,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,3,2-3
E102182,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,22-24,No,Terminated,Years in Current Role,3,2-3
E102228,0,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,Yes,Terminated,Years in Current Role,2,2-3
E102421,0,Customer Services,Customer Service Officer,Female,Adelaide Branch,55-65,Yes,Terminated,Years in Current Role,3,2-3
E102610,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E103332,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,22-24,No,Active,Years in Current Role,0,0-1
E103554,1,Customer Services,Customer Service Officer,Male,Adelaide Branch,25-34,Yes,Active,Years in Current Role,1,0-1
E103611,0,Customer Services,Customer Service Officer,Female,Adelaide Branch,25-34,No,Terminated,Years in Current Role,2,2-3
E100129,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E100334,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E100453,1,Customer Services,Team Leader,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E100483,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E100582,1,Customer Services,Team Leader,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,2,2-3
E100621,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E100623,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,Yes,Active,Years in Current Role,5,4-5
E100759,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E100860,1,Customer Services,Team Leader,Male,Adelaide Branch,55-65,Yes,Active,Years in Current Role,10,6-10
E100861,1,Customer Services,Team Leader,Female,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E101108,1,Customer Services,Team Leader,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,11,10+
E101431,0,Customer Services,Team Leader,Female,Adelaide Branch,45-54,No,Terminated,Years in Current Role,1,0-1
E101526,1,Customer Services,Team Leader,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,0,0-1
E101891,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E101960,1,Customer Services,Team Leader,Female,Adelaide Branch,25-34,Yes,Active,Years in Current Role,0,0-1
E102013,1,Customer Services,Team Leader,Female,Adelaide Branch,55-65,No,Active,Years in Current Role,3,2-3
E102104,0,Customer Services,Team Leader,Female,Adelaide Branch,55-65,No,Terminated,Years in Current Role,11,10+
E102122,1,Customer Services,Team Leader,Female,Adelaide Branch,22-24,No,Active,Years in Current Role,0,0-1
E102264,1,Customer Services,Team Leader,Female,Adelaide Branch,55-65,No,Active,Years in Current Role,2,2-3
E102324,1,Customer Services,Team Leader,Female,Adelaide Branch,45-54,No,Active,Years in Current Role,4,4-5
E102425,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,Yes,Active,Years in Current Role,10,6-10
E102454,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,5,4-5
E102672,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,6,6-10
E102743,1,Customer Services,Team Leader,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,4,4-5
E103295,1,Customer Services,Team Leader,Male,Adelaide Branch,22-24,No,Active,Years in Current Role,0,0-1
E103375,1,Customer Services,Team Leader,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,3,2-3
E103605,1,Customer Services,Team Leader,Female,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E103639,0,Customer Services,Team Leader,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,4,4-5
E100285,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,3,2-3
E100451,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E100598,0,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Terminated,Years in Current Role,1,0-1
E100751,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,Yes,Active,Years in Current Role,1,0-1
E100867,1,Customer Services,Customer Success Manager,Female,Adelaide Branch,45-54,No,Active,Years in Current Role,1,0-1
E101010,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,22-24,Yes,Active,Years in Current Role,1,0-1
E101253,1,Customer Services,Customer Success Manager,Female,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E101259,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,7,6-10
E101325,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,7,6-10
E101394,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E101452,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E101573,0,Customer Services,Customer Success Manager,Female,Adelaide Branch,25-34,No,Terminated,Years in Current Role,0,0-1
E101910,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,0,0-1
E102135,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E102272,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,Yes,Active,Years in Current Role,0,0-1
E102531,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,1,0-1
E102608,0,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Terminated,Years in Current Role,8,6-10
E103133,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,0,0-1
E103288,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,6,6-10
E103394,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,0,0-1
E103568,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E103691,1,Customer Services,Customer Success Manager,Female,Adelaide Branch,35-44,Yes,Active,Years in Current Role,6,6-10
E103755,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,4,4-5
E103766,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,1,0-1
E103792,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,7,6-10
E103796,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E103836,1,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E103842,0,Customer Services,Customer Success Manager,Male,Adelaide Branch,35-44,No,Terminated,Years in Current Role,0,0-1
E100134,1,Operations,Operations Coordinator,Female,Adelaide Branch,45-54,Yes,Active,Years in Current Role,0,0-1
E100140,1,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,2,2-3
E100181,1,Operations,Logistics Officer,Male,Adelaide Branch,22-24,No,Active,Years in Current Role,1,0-1
E100219,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E100258,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,4,4-5
E100414,1,Operations,Operations Coordinator,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,3,2-3
E100540,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,8,6-10
E100727,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E100844,0,Operations,Logistics Officer,Male,Adelaide Branch,55-65,No,Terminated,Years in Current Role,3,2-3
E100883,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E100898,0,Operations,Logistics Officer,Female,Adelaide Branch,25-34,Yes,Terminated,Years in Current Role,0,0-1
E100904,0,Operations,Logistics Officer,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,1,0-1
E101055,1,Operations,Logistics Officer,Male,Adelaide Branch,22-24,No,Active,Years in Current Role,0,0-1
E101154,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,5,4-5
E101216,1,Operations,Operations Coordinator,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,3,2-3
E101341,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,5,4-5
E101397,1,Operations,Operations Coordinator,Male,Adelaide Branch,55-65,Yes,Active,Years in Current Role,2,2-3
E101450,0,Operations,Logistics Officer,Female,Adelaide Branch,45-54,No,Terminated,Years in Current Role,28,10+
E101493,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,4,4-5
E101514,0,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,7,6-10
E101576,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,1,0-1
E101606,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E101690,1,Operations,Logistics Officer,Female,Adelaide Branch,45-54,Yes,Active,Years in Current Role,5,4-5
E101693,0,Operations,Logistics Officer,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,9,6-10
E101715,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E101827,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E101854,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,0,0-1
E101930,1,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E102075,1,Operations,Operations Coordinator,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,0,0-1
E102116,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,7,6-10
E102435,1,Operations,Logistics Officer,Female,Adelaide Branch,35-44,No,Active,Years in Current Role,4,4-5
E102467,0,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,5,4-5
E102481,0,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,2,2-3
E102510,1,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E102535,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,Yes,Active,Years in Current Role,5,4-5
E102542,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E102596,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E102624,1,Operations,Operations Coordinator,Female,Adelaide Branch,55-65,Yes,Active,Years in Current Role,1,0-1
E102643,1,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,3,2-3
E102719,0,Operations,Logistics Officer,Female,Adelaide Branch,55-65,Yes,Terminated,Years in Current Role,2,2-3
E102733,1,Operations,Operations Coordinator,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,0,0-1
E102835,1,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,5,4-5
E102886,1,Operations,Logistics Officer,Male,Adelaide Branch,22-24,No,Active,Years in Current Role,1,0-1
E103003,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,13,10+
E103054,1,Operations,Logistics Officer,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,2,2-3
E103076,1,Operations,Operations Coordinator,Female,Adelaide Branch,45-54,No,Active,Years in Current Role,2,2-3
E103091,1,Operations,Logistics Officer,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,12,10+
E103129,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,6,6-10
E103179,1,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,4,4-5
E103208,1,Operations,Operations Coordinator,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E103339,1,Operations,Operations Coordinator,Female,Adelaide Branch,25-34,No,Active,Years in Current Role,7,6-10
E103387,1,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,7,6-10
E103438,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,9,6-10
E103522,0,Operations,Operations Coordinator,Female,Adelaide Branch,55-65,No,Terminated,Years in Current Role,0,0-1
E103527,1,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E103552,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,0,0-1
E103746,0,Operations,Operations Coordinator,Female,Adelaide Branch,55-65,No,Terminated,Years in Current Role,6,6-10
E103756,1,Operations,Operations Coordinator,Female,Adelaide Branch,55-65,No,Active,Years in Current Role,0,0-1
E103833,1,Operations,Operations Coordinator,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E103835,0,Operations,Logistics Officer,Male,Adelaide Branch,25-34,No,Terminated,Years in Current Role,1,0-1
E103843,1,Operations,Operations Coordinator,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,5,4-5
E100107,0,Operations,Site Supervisor,Female,Adelaide Branch,25-34,Yes,Terminated,Years in Current Role,7,6-10
E100164,1,Operations,Site Supervisor,Male,Adelaide Branch,45-54,Yes,Active,Years in Current Role,6,6-10
E100364,1,Operations,Site Supervisor,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,3,2-3
E100454,0,Operations,Site Supervisor,Female,Adelaide Branch,55-65,Yes,Terminated,Years in Current Role,0,0-1
E100456,1,Operations,Site Supervisor,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,16,10+
E100720,1,Operations,Site Supervisor,Female,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E101004,0,Operations,Site Supervisor,Female,Adelaide Branch,35-44,No,Terminated,Years in Current Role,4,4-5
E101061,1,Operations,Site Supervisor,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,3,2-3
E101315,1,Operations,Site Supervisor,Female,Adelaide Branch,45-54,No,Active,Years in Current Role,1,0-1
E101437,1,Operations,Site Supervisor,Female,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E101602,1,Operations,Site Supervisor,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,5,4-5
E101710,1,Operations,Site Supervisor,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,2,2-3
E101892,1,Operations,Site Supervisor,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,4,4-5
E102147,0,Operations,Site Supervisor,Female,Adelaide Branch,55-65,No,Terminated,Years in Current Role,3,2-3
E102269,0,Operations,Site Supervisor,Female,Adelaide Branch,25-34,No,Terminated,Years in Current Role,3,2-3
E102274,1,Operations,Site Supervisor,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,3,2-3
E102298,1,Operations,Site Supervisor,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,1,0-1
E102299,1,Operations,Site Supervisor,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,2,2-3
E102346,1,Operations,Site Supervisor,Female,Adelaide Branch,25-34,No,Active,Years in Current Role,2,2-3
E102383,1,Operations,Site Supervisor,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,5,4-5
E102407,1,Operations,Site Supervisor,Male,Adelaide Branch,35-44,No,Active,Years in Current Role,8,6-10
E102651,0,Operations,Site Supervisor,Female,Adelaide Branch,55-65,No,Terminated,Years in Current Role,6,6-10
E102786,1,Operations,Site Supervisor,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,0,0-1
E102845,1,Operations,Site Supervisor,Male,Adelaide Branch,22-24,No,Active,Years in Current Role,1,0-1
E102892,1,Operations,Site Supervisor,Male,Adelaide Branch,25-34,Yes,Active,Years in Current Role,1,0-1
E102916,0,Operations,Site Supervisor,Male,Adelaide Branch,35-44,No,Terminated,Years in Current Role,6,6-10
E103056,1,Operations,Site Supervisor,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E103274,1,Operations,Site Supervisor,Male,Adelaide Branch,25-34,No,Active,Years in Current Role,1,0-1
E103479,1,Operations,Site Supervisor,Male,Adelaide Branch,55-65,No,Active,Years in Current Role,2,2-3
E103616,1,Operations,Site Supervisor,Male,Adelaide Branch,45-54,No,Active,Years in Current Role,5,4-5
E100104,0,Operations,Operations Manager,Male,Adelaide Branch,45-54,No,Terminated,Years in Current Role,9,6-10
